Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Lions,0,7,3,0,0,0,10,Cardinals,0,21,3,14,0,0,38,201215,0,14,14,28,48,28,1453.804,1372.598,2012,15,0,0,0,1,0,1687
Seahawks,14,17,16,3,0,0,50,Bills,7,10,0,0,0,0,17,201215,7,14,30,33,67,-33,1560.876,1432.753,2012,15,0,0,0,0,0,2110
Colts,0,10,7,0,0,0,17,Texans,10,10,3,6,0,0,29,201215,10,10,6,12,46,12,1496.386,1662.835,2012,15,0,0,0,1,1,865
Jets,3,0,7,0,0,0,10,Titans,0,7,7,0,0,0,14,201215,-3,4,4,4,24,4,1467.113,1416.262,2012,15,0,0,0,1,0,758
Buccaneers,0,0,0,0,0,0,0,Saints,7,17,7,10,0,0,41,201215,7,24,31,41,41,41,1475.859,1539.725,2012,15,0,0,0,1,1,480
Jaguars,3,0,0,0,0,0,3,Dolphins,3,7,6,8,0,0,24,201215,0,7,13,21,27,21,1300.234,1448.229,2012,15,0,0,0,1,0,327
Vikings,7,23,3,3,0,0,36,Rams,0,7,0,15,0,0,22,201215,7,23,26,14,58,-14,1462.044,1445.112,2012,15,0,0,0,1,0,466
Washington,7,3,14,14,0,0,38,Browns,7,7,0,7,0,0,21,201215,0,-4,10,17,59,-17,1492.251,1429.923,2012,15,0,0,0,0,0,304
Packers,0,14,7,0,0,0,21,Bears,0,7,3,3,0,0,13,201215,0,7,11,8,34,-8,1651.169,1530.761,2012,15,0,0,0,1,1,185
Giants,0,0,0,0,0,0,0,Falcons,14,3,10,7,0,0,34,201215,14,17,27,34,34,34,1645.124,1635.692,2012,15,0,0,0,1,0,745
Bengals,10,0,14,10,0,0,34,Eagles,0,13,0,0,0,0,13,201215,10,-3,11,21,47,-21,1537.527,1396.518,2012,15,0,0,0,0,0,497
Broncos,3,14,14,3,0,0,34,Ravens,0,0,3,14,0,0,17,201215,3,17,28,17,51,-17,1636.956,1617.171,2012,15,0,0,0,1,0,1506
49ers,0,6,0,7,0,0,13,Seahawks,14,14,7,7,0,0,42,201216,14,22,29,29,55,29,1689.851,1588.995,2012,16,0,0,0,1,1,679
Giants,7,0,0,7,0,0,14,Ravens,14,10,3,6,0,0,33,201216,7,17,20,19,47,19,1615.946,1583.842,2012,16,0,0,0,0,0,169
Bears,7,14,7,0,0,0,28,Cardinals,3,3,0,7,0,0,13,201216,4,15,22,15,41,-15,1512.718,1408.102,2012,16,0,0,0,1,0,1450
Browns,3,0,3,6,0,0,12,Broncos,7,7,7,13,0,0,34,201216,4,11,15,22,46,22,1400.762,1670.285,2012,16,0,0,0,1,0,1223
Vikings,7,6,3,7,0,0,23,Texans,3,0,3,0,0,0,6,201216,4,10,10,17,29,-17,1493.536,1672.525,2012,16,0,0,0,0,0,1057
Patriots,3,10,3,7,0,0,23,Jaguars,10,3,0,3,0,0,16,201216,-7,0,3,7,39,-7,1720.111,1287.447,2012,16,0,0,0,1,0,1003
Raiders,0,3,0,3,0,0,6,Panthers,7,7,0,3,0,0,17,201216,7,11,11,11,23,11,1368.188,1485.042,2012,16,0,0,0,0,0,2288
Rams,0,14,14,0,0,0,28,Buccaneers,3,3,7,0,0,0,13,201216,-3,8,15,15,41,-15,1413.621,1453.077,2012,16,0,0,0,1,0,861
Bengals,7,3,0,3,0,0,13,Steelers,0,7,3,0,0,0,10,201216,7,3,0,3,23,-3,1560.971,1532.468,2012,16,0,0,0,1,1,252
Chargers,7,3,14,3,0,0,27,Jets,14,0,0,3,0,0,17,201216,-7,-4,10,10,44,-10,1447.43,1451.772,2012,16,0,0,0,1,0,2427
Bills,0,3,0,7,0,0,10,Dolphins,7,7,10,0,0,0,24,201216,7,11,21,14,34,14,1404.633,1461.016,2012,16,0,0,0,1,1,1184
Colts,7,6,0,7,0,0,20,Chiefs,3,0,10,0,0,0,13,201216,4,10,0,7,33,-7,1486.695,1295.748,2012,16,0,0,0,1,0,451
Titans,0,0,0,7,0,0,7,Packers,14,6,14,21,0,0,55,201216,14,20,34,48,62,48,1431.603,1669.212,2012,16,0,0,0,0,0,580
Saints,7,10,7,7,3,0,34,Cowboys,0,14,3,14,0,0,31,201216,7,3,7,3,65,-3,1562.507,1509.215,2012,16,0,0,0,1,0,442
Falcons,7,14,0,10,0,0,31,Lions,3,3,7,5,0,0,18,201216,4,15,8,13,49,-13,1664.87,1418.3,2012,16,0,0,0,1,0,597
Washington,0,13,14,0,0,0,27,Eagles,7,3,3,7,0,0,20,201216,-7,3,14,7,47,-7,1521.413,1373.074,2012,16,0,0,0,1,1,123
Chiefs,0,3,0,0,0,0,3,Broncos,7,14,14,3,0,0,38,201217,7,18,32,35,41,35,1282.913,1677.211,2012,17,0,0,0,1,1,556
Cowboys,0,7,0,11,0,0,18,Washington,0,7,7,14,0,0,28,201217,0,0,7,10,46,10,1494.808,1536.732,2012,17,0,0,0,1,1,1181
Rams,0,7,3,3,0,0,13,Seahawks,0,3,10,7,0,0,20,201217,0,-4,3,7,33,7,1451.226,1627.126,2012,17,0,0,0,1,1,1720
Cardinals,3,3,0,7,0,0,13,49ers,0,7,10,10,0,0,27,201217,-3,1,11,14,40,14,1383.959,1651.72,2012,17,0,0,0,1,1,652
Raiders,0,7,0,14,0,0,21,Chargers,10,7,7,0,0,0,24,201217,10,10,17,3,45,3,1356.261,1477.066,2012,17,0,0,0,1,1,454
Dolphins,0,0,0,0,0,0,0,Patriots,7,14,0,7,0,0,28,201217,7,21,21,28,28,28,1478.062,1723.941,2012,17,0,0,0,1,1,1241
Packers,0,10,14,10,0,0,34,Vikings,10,10,7,10,0,0,37,201217,10,10,3,3,71,3,1679.412,1545.739,2012,17,0,0,0,1,1,259
Browns,0,3,7,0,0,0,10,Steelers,0,10,7,7,0,0,24,201217,0,7,7,14,34,14,1393.836,1516.896,2012,17,0,0,0,1,1,114
Texans,3,3,10,0,0,0,16,Colts,7,7,7,7,0,0,28,201217,4,8,5,12,44,12,1620.322,1499.531,2012,17,0,0,0,1,1,865
Panthers,3,10,14,17,0,0,44,Saints,0,17,7,14,0,0,38,201217,3,-4,3,6,82,-6,1496.969,1576.913,2012,17,0,0,0,1,1,648
Eagles,0,7,0,0,0,0,7,Giants,21,14,0,7,0,0,42,201217,21,28,28,35,49,35,1357.755,1589.216,2012,17,0,0,0,1,1,80
Jaguars,7,7,0,6,0,0,20,Titans,7,14,14,3,0,0,38,201217,0,7,21,18,58,18,1283.616,1421.403,2012,17,0,0,0,1,1,500
Bears,10,10,3,3,0,0,26,Lions,3,7,7,7,0,0,24,201217,7,10,6,2,50,-2,1536.861,1405.616,2012,17,0,0,0,1,1,238
Ravens,7,0,0,10,0,0,17,Bengals,0,7,6,10,0,0,23,201217,-7,0,6,6,40,6,1610.571,1576.543,2012,17,0,0,0,1,1,419
Jets,3,6,0,0,0,0,9,Bills,7,7,0,14,0,0,28,201217,4,5,5,19,37,19,1422.136,1387.587,2012,17,0,0,0,1,1,292
Buccaneers,3,10,9,0,0,0,22,Falcons,3,0,7,7,0,0,17,201217,0,10,12,5,39,-5,1415.473,1677.554,2012,17,0,0,0,1,1,416
Bengals,0,7,3,3,0,0,13,Texans,3,6,7,3,0,0,19,201218,3,2,6,6,32,6,1594.026,1589.815,2012,18,1,0,0,1,0,897
Vikings,3,0,0,7,0,0,10,Packers,7,10,7,0,0,0,24,201218,4,14,21,14,34,14,1562.84,1662.31,2012,18,1,0,0,1,1,259
Colts,0,6,3,0,0,0,9,Ravens,0,10,7,7,0,0,24,201218,0,4,8,15,33,15,1530.037,1593.088,2012,18,1,0,0,1,0,509
Seahawks,0,13,0,11,0,0,24,Washington,14,0,0,0,0,0,14,201218,-14,-1,-1,10,38,-10,1634.621,1552.776,2012,18,1,0,0,1,0,2322
Texans,3,10,0,15,0,0,28,Patriots,7,10,14,10,0,0,41,201219,4,4,18,13,69,13,1605.471,1732.387,2012,19,1,0,1,1,0,1597
Seahawks,0,0,7,21,0,0,28,Falcons,10,10,7,3,0,0,30,201219,10,20,20,2,58,2,1657.265,1641.02,2012,19,1,0,1,1,0,2178
Packers,14,7,3,7,0,0,31,49ers,7,17,7,14,0,0,45,201219,-7,3,7,14,76,14,1676.397,1657.759,2012,19,1,0,1,1,0,1834
Ravens,14,7,7,7,0,3,38,Broncos,14,7,7,7,0,0,35,201219,0,0,0,3,73,-3,1610.047,1681.145,2012,19,1,0,1,1,0,1506
49ers,0,14,7,7,0,0,28,Falcons,10,14,0,0,0,0,24,201220,-10,-10,-3,4,52,-4,1680.762,1650.269,2012,20,1,0,0,1,0,2135
Ravens,0,7,7,14,0,0,28,Patriots,3,10,0,0,0,0,13,201220,-3,-6,1,15,41,-15,1630.334,1744.468,2012,20,1,0,0,1,0,350
Ravens,7,14,7,6,0,0,34,49ers,3,3,17,8,0,0,31,201222,4,15,5,3,65,-3,1698.732,1674.833,2012,22,1,1,1,0,0,2451
Eagles,12,14,7,0,0,0,33,Washington,7,0,7,13,0,0,27,201301,5,19,19,6,60,-6,1400.368,1521.755,2013,1,0,0,0,1,1,123
Giants,3,7,7,14,0,0,31,Cowboys,3,10,14,9,0,0,36,201301,0,3,10,5,67,5,1567.612,1487.509,2013,1,0,0,0,1,1,1370
Texans,7,0,7,17,0,0,31,Chargers,7,14,7,0,0,0,28,201301,0,-14,-14,3,59,-3,1563.927,1490.732,2013,1,0,0,0,1,0,1301
Packers,7,7,7,7,0,0,28,49ers,7,7,7,13,0,0,34,201301,0,0,0,6,62,6,1603.929,1624.169,2013,1,0,0,0,1,0,1834
Cardinals,0,10,14,0,0,0,24,Rams,0,10,3,14,0,0,27,201301,0,0,-11,3,51,3,1420.28,1464.154,2013,1,0,0,0,1,1,1270
Chiefs,14,7,0,7,0,0,28,Jaguars,2,0,0,0,0,0,2,201301,12,19,19,26,30,-26,1354.319,1348.879,2013,1,0,0,0,1,0,949
Seahawks,0,3,3,6,0,0,12,Panthers,0,7,0,0,0,0,7,201301,0,-4,-1,5,19,-5,1600.343,1519.013,2013,1,0,0,0,1,0,2280
Titans,0,7,3,6,0,0,16,Steelers,2,0,0,7,0,0,9,201301,-2,5,8,7,25,-7,1457.8,1521.347,2013,1,0,0,0,1,0,471
Bengals,7,7,7,0,0,0,21,Bears,7,3,7,7,0,0,24,201301,0,-4,-4,3,45,3,1553.913,1532.011,2013,1,0,0,0,0,0,250
Falcons,10,0,7,0,0,0,17,Saints,0,13,7,3,0,0,23,201301,-10,3,3,6,40,6,1589.867,1533.575,2013,1,0,0,0,1,1,424
Raiders,0,7,3,7,0,0,17,Colts,7,7,0,7,0,0,21,201301,7,7,4,4,38,4,1401.486,1510.386,2013,1,0,0,0,1,0,1936
Vikings,7,7,10,0,0,0,24,Lions,3,10,14,7,0,0,34,201301,-4,-1,3,10,58,10,1534.169,1432.974,2013,1,0,0,0,1,1,542
Dolphins,3,3,7,10,0,0,23,Browns,0,7,3,0,0,0,10,201301,3,-1,3,13,33,-13,1481.411,1422.474,2013,1,0,0,0,1,0,1089
Patriots,10,7,0,6,0,0,23,Bills,0,14,7,0,0,0,21,201301,10,3,-4,2,44,-2,1634.979,1444.702,2013,1,0,0,0,1,1,404
Ravens,7,10,0,10,0,0,27,Broncos,0,14,21,14,0,0,49,201301,-7,-3,18,22,76,22,1628.207,1608.906,2013,1,0,0,0,1,0,1506
Buccaneers,7,7,0,3,0,0,17,Jets,2,10,0,6,0,0,18,201301,-5,-2,-2,1,35,1,1469.671,1431.781,2013,1,0,0,0,0,0,1004
Titans,7,3,0,14,0,0,24,Texans,7,0,7,10,6,0,30,201302,0,-3,4,6,54,6,1487.703,1577.413,2013,2,0,0,0,1,1,665
Steelers,3,7,0,0,0,0,10,Bengals,7,3,7,3,0,0,20,201302,4,0,7,10,30,10,1491.445,1541.995,2013,2,0,0,0,1,1,252
49ers,0,0,3,0,0,0,3,Seahawks,0,5,7,17,0,0,29,201302,0,5,9,26,32,26,1638.397,1617.294,2013,2,0,0,0,1,1,679
Broncos,0,10,14,17,0,0,41,Giants,3,6,7,7,0,0,23,201302,-3,1,8,18,64,-18,1635.606,1548.787,2013,2,0,0,0,0,0,1627
Jaguars,0,3,0,6,0,0,9,Raiders,7,3,3,6,0,0,19,201302,7,7,10,10,28,10,1309.253,1393.469,2013,2,0,0,0,1,0,2361
Saints,10,0,3,3,0,0,16,Buccaneers,7,0,0,7,0,0,14,201302,3,3,6,2,30,-2,1552.472,1463.357,2013,2,0,0,0,1,1,480
Lions,0,14,7,0,0,0,21,Cardinals,0,10,6,9,0,0,25,201302,0,-4,-5,4,46,4,1459.884,1411.08,2013,2,0,0,0,1,0,1687
Browns,3,3,0,0,0,0,6,Ravens,0,0,7,7,0,0,14,201302,-3,-6,1,8,20,8,1395.549,1601.508,2013,2,0,0,0,1,1,307
Cowboys,10,0,3,3,0,0,16,Chiefs,7,0,7,3,0,0,17,201302,-3,-3,1,1,33,1,1506.335,1393.945,2013,2,0,0,0,0,0,453
Dolphins,14,3,7,0,0,0,24,Colts,3,14,3,0,0,0,20,201302,11,0,4,4,44,-4,1508.336,1518.402,2013,2,0,0,0,1,0,1026
Washington,0,0,7,13,0,0,20,Packers,10,14,14,0,0,0,38,201302,10,24,31,18,58,18,1490.071,1589.702,2013,2,0,0,0,1,0,686
Vikings,7,14,3,6,0,0,30,Bears,14,10,0,7,0,0,31,201302,7,3,0,1,61,1,1507.258,1543.93,2013,2,0,0,0,1,1,355
Panthers,0,7,7,9,0,0,23,Bills,0,3,11,10,0,0,24,201302,0,-4,0,1,47,1,1502.063,1437.901,2013,2,0,0,0,0,0,539
Rams,0,3,7,14,0,0,24,Falcons,14,10,0,7,0,0,31,201302,14,21,14,7,55,7,1473.355,1570.97,2013,2,0,0,0,1,0,467
Jets,3,0,7,0,0,0,10,Patriots,10,3,0,0,0,0,13,201302,7,10,3,3,23,3,1438.095,1641.78,2013,2,0,0,0,1,1,181
Chargers,3,10,7,13,0,0,33,Eagles,3,7,10,10,0,0,30,201302,0,3,0,3,63,-3,1477.246,1432.053,2013,2,0,0,0,0,0,2367
Raiders,0,7,7,7,0,0,21,Broncos,10,17,3,7,0,0,37,201303,10,20,16,16,58,16,1406.833,1662.932,2013,3,0,0,0,1,1,939
Bears,17,7,3,13,0,0,40,Steelers,0,10,10,3,0,0,23,201303,17,14,7,17,63,-17,1548.67,1475.972,2013,3,0,0,0,0,0,409
Jaguars,0,0,10,7,0,0,17,Seahawks,7,17,14,7,0,0,45,201303,7,24,28,28,62,28,1295.889,1645.546,2013,3,0,0,0,0,0,2451
Bills,0,6,6,8,0,0,20,Jets,7,10,3,7,0,0,27,201303,7,11,8,7,47,7,1444.813,1433.757,2013,3,0,0,0,1,1,292
Falcons,7,6,7,3,0,0,23,Dolphins,0,10,10,7,0,0,27,201303,-7,-3,0,4,50,4,1581.879,1528.544,2013,3,0,0,0,0,0,605
Texans,3,6,0,0,0,0,9,Ravens,0,17,7,6,0,0,30,201303,-3,8,15,21,39,21,1587.994,1608.303,2013,3,0,0,0,1,0,1250
Giants,0,0,0,0,0,0,0,Panthers,7,10,14,7,0,0,38,201303,7,17,31,38,38,38,1521.46,1495.151,2013,3,0,0,0,1,0,531
Colts,7,3,3,14,0,0,27,49ers,7,0,0,0,0,0,7,201303,0,3,6,20,34,-20,1498.194,1610.144,2013,3,0,0,0,0,0,1944
Cardinals,7,0,0,0,0,0,7,Saints,7,7,3,14,0,0,31,201303,0,7,10,24,38,24,1426.312,1562.586,2013,3,0,0,0,1,0,1312
Buccaneers,3,0,0,0,0,0,3,Patriots,0,17,3,3,0,0,23,201303,-3,14,17,20,26,20,1453.243,1646.118,2013,3,0,0,0,0,0,1169
Browns,7,17,0,7,0,0,31,Vikings,7,10,7,3,0,0,27,201303,0,7,0,4,58,-4,1388.754,1502.518,2013,3,0,0,0,0,0,629
Chargers,7,3,7,0,0,0,17,Titans,0,10,0,10,0,0,20,201303,-7,0,-7,3,37,3,1492.032,1477.122,2013,3,0,0,0,1,0,1739
Rams,0,0,7,0,0,0,7,Cowboys,10,7,7,7,0,0,31,201303,10,17,17,24,38,24,1462.446,1498.29,2013,3,0,0,0,1,0,547
Packers,0,16,14,0,0,0,30,Bengals,14,0,7,13,0,0,34,201303,14,-2,-9,4,64,4,1605.007,1557.468,2013,3,0,0,0,0,0,412
Chiefs,10,6,0,10,0,0,26,Eagles,6,0,3,7,0,0,16,201303,4,10,7,10,42,-10,1401.99,1417.267,2013,3,0,0,0,0,0,1034
Lions,7,10,0,10,0,0,27,Washington,7,7,3,3,0,0,20,201303,0,3,0,7,47,-7,1444.652,1474.765,2013,3,0,0,0,1,0,394
Dolphins,3,7,0,7,0,0,17,Saints,7,14,14,3,0,0,38,201304,4,11,25,21,55,21,1544.017,1576.677,2013,4,0,0,0,0,0,668
Patriots,0,10,3,17,0,0,30,Falcons,3,7,0,13,0,0,23,201304,-3,0,3,7,53,-7,1656.187,1566.407,2013,4,0,0,0,0,0,926
Cowboys,0,21,0,0,0,0,21,Chargers,7,6,7,10,0,0,30,201304,7,-8,-1,9,51,9,1520.377,1480.418,2013,4,0,0,0,0,0,1181
Washington,0,10,7,7,0,0,24,Raiders,14,0,0,0,0,0,14,201304,-14,-4,3,10,38,-10,1447.226,1400.105,2013,4,0,0,0,0,0,2426
Eagles,3,10,0,7,0,0,20,Broncos,14,7,21,10,0,0,52,201304,11,8,29,32,72,32,1386.73,1669.66,2013,4,0,0,0,0,0,1574
Jets,0,6,0,7,0,0,13,Titans,10,14,0,14,0,0,38,201304,10,18,18,25,51,25,1450.927,1488.736,2013,4,0,0,0,1,0,758
Seahawks,3,0,3,14,3,0,23,Texans,0,20,0,0,0,0,20,201304,3,-17,-14,3,43,-3,1650.316,1565.4,2013,4,0,0,0,0,0,1889
Giants,0,7,0,0,0,0,7,Chiefs,0,10,7,14,0,0,31,201304,0,3,10,24,38,24,1489.45,1432.527,2013,4,0,0,0,0,0,1093
Cardinals,0,0,0,13,0,0,13,Buccaneers,7,3,0,0,0,0,10,201304,-7,-10,-10,3,23,-3,1412.221,1443.174,2013,4,0,0,0,1,0,1793
Steelers,7,3,7,10,0,0,27,Vikings,10,10,14,0,0,0,34,201304,3,10,17,7,61,7,1476.706,1447.807,2013,4,0,0,0,0,0,741
Bears,3,10,3,16,0,0,32,Lions,3,27,7,3,0,0,40,201304,0,17,21,8,72,8,1576.835,1472.191,2013,4,0,0,0,1,1,238
Bengals,0,3,3,0,0,0,6,Browns,7,0,3,7,0,0,17,201304,7,4,4,11,23,11,1572.634,1414.565,2013,4,0,0,0,1,1,217
Ravens,0,7,7,6,0,0,20,Bills,6,14,3,0,0,0,23,201304,6,13,9,3,43,3,1630.896,1427.643,2013,4,0,0,0,1,0,275
49ers,0,14,7,14,0,0,35,Rams,3,0,0,8,0,0,11,201304,-3,11,18,24,46,-24,1561.495,1440.358,2013,4,0,0,0,1,1,1741
Colts,0,20,14,3,0,0,37,Jaguars,3,0,0,0,0,0,3,201304,-3,17,31,34,40,-34,1546.843,1291.119,2013,4,0,0,0,1,1,699
Panthers,3,3,0,0,0,0,6,Cardinals,0,3,9,10,0,0,22,201305,-3,-3,6,16,28,16,1527.161,1430.62,2013,5,0,1,0,1,0,1778
Broncos,7,21,10,13,0,0,51,Cowboys,14,6,13,15,0,0,48,201305,-7,8,5,3,99,-3,1676.84,1499.249,2013,5,0,0,0,0,0,661
Seahawks,12,7,9,0,0,0,28,Colts,7,10,6,11,0,0,34,201305,-5,-2,-5,6,62,6,1663.268,1563.211,2013,5,0,0,0,0,0,1867
Chargers,0,0,3,14,0,0,17,Raiders,14,3,7,3,0,0,27,201305,14,17,21,10,44,10,1501.547,1374.687,2013,5,0,0,0,1,1,454
Jets,3,14,3,10,0,0,30,Falcons,0,7,7,14,0,0,28,201305,3,10,6,2,58,-2,1428.751,1547.308,2013,5,0,0,0,0,0,745
Texans,0,0,3,0,0,0,3,49ers,14,7,3,10,0,0,34,201305,14,21,21,31,37,31,1552.448,1587.855,2013,5,0,0,0,0,0,1642
Eagles,3,16,3,14,0,0,36,Giants,7,0,14,0,0,0,21,201305,-4,12,1,15,57,-15,1379.551,1458.125,2013,5,0,0,0,1,1,80
Lions,0,3,0,6,0,0,9,Packers,3,3,10,6,0,0,22,201305,3,3,13,13,31,13,1497.109,1589.841,2013,5,0,0,1,1,1,291
Jaguars,10,0,3,7,0,0,20,Rams,7,17,0,10,0,0,34,201305,-3,14,11,14,54,14,1274.752,1413.998,2013,5,0,0,0,0,0,751
Chiefs,7,6,0,13,0,0,26,Titans,0,0,10,7,0,0,17,201305,7,13,3,9,43,-9,1463.852,1510.911,2013,5,0,0,0,1,0,471
Patriots,0,3,0,3,0,0,6,Bengals,0,3,3,7,0,0,13,201305,0,0,3,7,19,7,1675.286,1539.898,2013,5,0,0,0,1,0,732
Saints,6,14,3,3,0,0,26,Bears,0,7,3,8,0,0,18,201305,6,13,13,8,44,-8,1598.167,1551.917,2013,5,0,0,0,1,0,832
Bills,10,0,14,0,0,0,24,Browns,0,17,7,13,0,0,37,201305,-10,7,0,13,61,13,1448.029,1447.301,2013,5,0,0,0,1,0,173
Ravens,3,3,10,10,0,0,26,Dolphins,3,10,0,10,0,0,23,201305,0,-7,3,3,49,-3,1610.51,1522.527,2013,5,0,0,0,1,0,956
Colts,3,3,0,3,0,0,9,Chargers,0,10,3,6,0,0,19,201306,-3,4,7,10,28,10,1584.973,1472.527,2013,6,0,0,0,1,0,1784
Washington,3,3,10,0,0,0,16,Cowboys,7,7,7,10,0,0,31,201306,4,8,5,15,47,15,1472.644,1490.191,2013,6,0,1,0,1,1,1181
Saints,7,0,10,10,0,0,27,Patriots,3,14,3,10,0,0,30,201306,-4,10,3,3,57,3,1621.523,1649.511,2013,6,0,0,0,0,0,1349
Titans,3,7,0,3,0,0,13,Seahawks,0,7,3,10,0,0,20,201306,-3,-3,0,7,33,7,1479.085,1641.505,2013,6,0,0,0,0,0,1970
Jaguars,0,12,7,0,0,0,19,Broncos,14,0,14,7,0,0,35,201306,14,2,9,16,54,16,1263.065,1685.898,2013,6,0,0,0,1,0,1465
Rams,7,10,21,0,0,0,38,Texans,0,6,0,7,0,0,13,201306,7,11,32,25,51,-25,1425.686,1528.624,2013,6,0,0,0,0,0,679
Packers,3,3,10,3,0,0,19,Ravens,0,0,3,14,0,0,17,201306,3,6,13,2,36,-2,1603.996,1623.323,2013,6,0,0,0,0,0,687
Cardinals,7,7,6,0,0,0,20,49ers,6,16,0,10,0,0,32,201306,-1,8,2,12,52,12,1461.967,1611.679,2013,6,0,0,0,1,1,652
Steelers,0,9,7,3,0,0,19,Jets,3,3,0,0,0,0,6,201306,-3,3,10,13,25,-13,1428.985,1446.54,2013,6,0,1,0,1,0,314
Panthers,7,7,14,7,0,0,35,Vikings,0,3,0,7,0,0,10,201306,7,11,25,25,45,-25,1495.814,1495.528,2013,6,0,0,1,1,0,938
Raiders,0,7,0,0,0,0,7,Chiefs,0,7,7,10,0,0,24,201306,0,0,7,17,31,17,1403.707,1495.679,2013,6,0,0,0,1,1,1495
Lions,7,0,7,17,0,0,31,Browns,0,17,0,0,0,0,17,201306,7,-10,-3,14,48,-14,1482.954,1468.252,2013,6,0,0,0,0,0,90
Bengals,10,7,7,0,3,0,27,Bills,7,3,0,14,0,0,24,201306,3,7,14,3,51,-3,1565.673,1427.078,2013,6,0,0,0,1,0,388
Giants,7,7,7,0,0,0,21,Bears,7,17,3,0,0,0,27,201306,0,10,6,6,48,6,1416.859,1528.561,2013,6,0,0,0,1,0,711
Eagles,7,7,7,10,0,0,31,Buccaneers,3,14,0,3,0,0,20,201306,4,-3,4,11,51,-11,1420.816,1424.774,2013,6,0,0,1,1,0,928
Vikings,7,0,0,0,0,0,7,Giants,3,7,7,6,0,0,23,201307,-4,3,10,16,30,16,1455.778,1407.291,2013,7,0,0,0,1,0,1016
Broncos,7,7,3,16,0,0,33,Colts,10,16,7,6,0,0,39,201307,3,12,16,6,72,6,1688.536,1557.14,2013,7,0,0,0,1,0,998
Ravens,3,3,0,10,0,0,16,Steelers,7,3,3,6,0,0,19,201307,4,4,7,3,35,3,1609.18,1462.8,2013,7,0,0,0,1,1,196
Texans,3,7,6,0,0,0,16,Chiefs,7,7,3,0,0,0,17,201307,4,4,1,1,33,1,1477.515,1511.235,2013,7,0,0,0,1,0,646
Browns,0,3,3,7,0,0,13,Packers,14,3,0,14,0,0,31,201307,14,14,11,18,44,18,1436.554,1618.14,2013,7,0,0,0,0,0,381
49ers,3,14,7,7,0,0,31,Titans,0,0,0,17,0,0,17,201307,3,17,24,14,48,-14,1622.201,1471.07,2013,7,0,0,0,0,0,1958
Chargers,7,7,3,7,0,0,24,Jaguars,0,3,3,0,0,0,6,201307,7,11,11,18,30,-18,1500.361,1260.427,2013,7,0,0,0,1,0,2087
Patriots,14,7,0,6,0,0,27,Jets,7,3,17,0,3,0,30,201307,-7,-11,6,3,57,3,1659.334,1412.725,2013,7,0,0,0,1,1,181
Bears,10,7,7,17,0,0,41,Washington,3,21,7,14,0,0,45,201307,-7,7,7,4,86,4,1538.129,1452.153,2013,7,0,0,0,1,0,594
Cowboys,0,3,7,7,0,0,17,Eagles,0,0,0,3,0,0,3,201307,0,3,10,14,20,-14,1510.682,1451.495,2013,7,0,0,0,1,1,1297
Bills,14,3,0,6,0,0,23,Dolphins,0,14,7,0,0,0,21,201307,14,3,-4,2,44,-2,1416.463,1509.714,2013,7,0,0,1,1,1,1184
Bengals,7,7,10,3,0,0,27,Lions,7,3,7,7,0,0,24,201307,0,4,7,3,51,-3,1576.288,1514.652,2013,7,0,0,0,0,0,231
Buccaneers,0,10,7,6,0,0,23,Falcons,7,17,0,7,0,0,31,201307,7,14,7,8,54,8,1394.095,1529.519,2013,7,0,0,1,1,1,416
Seahawks,7,10,14,3,0,0,34,Cardinals,0,10,3,9,0,0,22,201307,7,7,18,12,56,-12,1649.52,1451.444,2013,7,0,0,0,1,1,1114
Rams,2,3,7,3,0,0,15,Panthers,7,10,10,3,0,0,30,201307,5,12,15,15,45,15,1476.795,1535.564,2013,7,0,0,0,1,0,567
Steelers,0,3,0,15,0,0,18,Raiders,14,7,0,0,0,0,21,201308,14,18,18,3,39,3,1480.507,1388.15,2013,8,0,0,1,1,0,2251
Washington,0,7,14,0,0,0,21,Broncos,7,0,7,31,0,0,45,201308,7,0,-7,24,66,24,1469.382,1664.683,2013,8,0,0,0,0,0,1489
Jets,0,6,3,0,0,0,9,Bengals,14,14,14,7,0,0,49,201308,14,22,33,40,58,40,1435.085,1590.306,2013,8,0,0,0,1,0,563
Packers,7,17,7,13,0,0,44,Vikings,7,10,0,14,0,0,31,201308,0,7,14,13,75,-13,1628.452,1428.993,2013,8,0,0,0,1,1,259
Falcons,3,3,0,7,0,0,13,Cardinals,0,21,3,3,0,0,27,201308,-3,15,18,14,40,14,1539.178,1436.094,2013,8,0,0,0,1,0,1588
49ers,14,14,7,7,0,0,42,Jaguars,0,3,7,0,0,0,10,201308,14,25,25,32,52,-32,1245.831,1641.93,2013,8,0,0,0,0,0,2370
Seahawks,0,7,7,0,0,0,14,Rams,3,0,3,3,0,0,9,201308,-3,4,8,5,23,-5,1664.87,1459.52,2013,8,0,0,0,1,1,1720
Bills,0,10,0,7,0,0,17,Saints,7,14,7,7,0,0,35,201308,7,11,18,18,52,18,1433.348,1611.699,2013,8,0,0,1,0,0,1086
